4.916654586791992188e+01 2.308953285217285156e+02 3.326363372802734375e+02 2.863000000000000000e+03
5.038884735107421875e+02 3.803665542602539062e+02 3.280014038085937500e+02 1.690000000000000000e+02
3.073974800109863281e+02 9.794584274291992188e+01 1.686562538146972656e+02 2.644000000000000000e+03
2.752151489257812500e+02 3.097027206420898438e+02 1.083092689514160156e+02 3.253000000000000000e+03
2.454979515075683594e+02 9.208444595336914062e+01 2.964245986938476562e+02 3.132000000000000000e+03
1.637182044982910156e+02 3.680159378051757812e+02 1.318829822540283203e+02 3.221000000000000000e+03
5.098468780517578125e+02 2.981238746643066406e+02 9.982727050781250000e+01 3.114000000000000000e+03
4.962074279785156250e+02 1.477572536468505859e+02 2.456697082519531250e+02 1.614000000000000000e+03
1.261720466613769531e+02 1.762425994873046875e+02 1.577778244018554688e+02 3.091000000000000000e+03
2.035537528991699219e+02 2.842996406555175781e+02 3.154507064819335938e+02 2.475000000000000000e+03
3.501826477050781250e+02 2.265068054199218750e+02 2.500288963317871094e+02 7.380000000000000000e+02
2.167053985595703125e+02 1.648817062377929688e+02 5.187864780426025391e+01 2.828000000000000000e+03
3.674467086791992188e+02 2.163827896118164062e+02 6.318329811096191406e+01 6.750000000000000000e+02
1.128650093078613281e+02 3.956999969482421875e+02 2.739400100708007812e+02 3.157000000000000000e+03
9.729000091552734375e+01 8.229999542236328125e+01 2.922649955749511719e+02 3.161000000000000000e+03
4.281198120117187500e+02 3.359514617919921875e+02 1.748614501953125000e+02 1.114000000000000000e+03
6.171875000000000000e+01 2.824337577819824219e+02 1.846265029907226562e+02 2.600000000000000000e+01
2.131900024414062500e+02 2.430150032043457031e+02 1.769950103759765625e+02 9.360000000000000000e+02
2.109201431274414062e+02 2.554670715332031250e+02 2.744279861450195312e+01 2.547000000000000000e+03
4.771450042724609375e+02 2.709799957275390625e+02 2.315800094604492188e+02 2.658000000000000000e+03
2.325802612304687500e+02 1.509493541717529297e+02 1.976741027832031250e+02 1.531000000000000000e+03
1.295560455322265625e+02 5.621849060058593750e+01 2.296553993225097656e+02 1.812000000000000000e+03
3.843793106079101562e+02 7.807714462280273438e+01 2.550389862060546875e+02 7.540000000000000000e+02
4.471701812744140625e+02 1.562591457366943359e+02 1.266491889953613281e+02 1.469000000000000000e+03
3.911206436157226562e+02 3.278863143920898438e+02 7.484914779663085938e+01 2.775000000000000000e+03
