4.819032287597656250e+02 2.812798118591308594e+02 1.781252479553222656e+02 1.346000000000000000e+03
4.916654586791992188e+01 2.308953285217285156e+02 3.326363372802734375e+02 2.863000000000000000e+03
2.105355453491210938e+02 1.319830036163330078e+02 5.865334987640380859e+01 2.016000000000000000e+03
2.454979515075683594e+02 9.208444595336914062e+01 2.964245986938476562e+02 3.132000000000000000e+03
1.757945632934570312e+02 3.557309722900390625e+02 1.321898078918457031e+02 2.950000000000000000e+03
3.843793106079101562e+02 7.807714462280273438e+01 2.550389862060546875e+02 7.540000000000000000e+02
3.037828636169433594e+02 3.182844924926757812e+02 1.007252979278564453e+02 1.232000000000000000e+03
2.035537528991699219e+02 2.842996406555175781e+02 3.154507064819335938e+02 2.475000000000000000e+03
3.406924438476562500e+02 2.128610038757324219e+02 2.522893142700195312e+02 3.097000000000000000e+03
1.108485031127929688e+02 1.743975067138671875e+02 1.679538726806640625e+02 3.069000000000000000e+03
5.005788421630859375e+02 3.797906494140625000e+02 3.287223815917968750e+02 1.680000000000000000e+02
3.987561035156250000e+02 2.052517509460449219e+02 7.703696727752685547e+01 1.447000000000000000e+03
1.042000007629394531e+02 3.922100067138671875e+02 2.690449905395507812e+02 3.008000000000000000e+03
2.030643463134765625e+02 2.540659713745117188e+02 3.561354637145996094e+01 2.682000000000000000e+03
5.022483062744140625e+02 3.372566986083984375e+02 8.029693603515625000e+01 1.192000000000000000e+03
1.001087570190429688e+02 7.731414794921875000e+01 3.006422424316406250e+02 2.991000000000000000e+03
2.417114639282226562e+02 1.084907531738281250e+02 1.964254570007324219e+02 7.440000000000000000e+02
6.171875000000000000e+01 2.824337577819824219e+02 1.846265029907226562e+02 2.600000000000000000e+01
5.018450164794921875e+02 1.584924983978271484e+02 2.327225112915039062e+02 1.562000000000000000e+03
4.118941879272460938e+02 3.192651557922363281e+02 2.078058624267578125e+02 1.111000000000000000e+03
2.173180961608886719e+02 2.338924026489257812e+02 1.748654556274414062e+02 1.855000000000000000e+03
1.440090942382812500e+02 7.048574447631835938e+01 2.225658988952636719e+02 1.778000000000000000e+03
3.303178024291992188e+02 1.305996990203857422e+02 1.251385498046875000e+02 1.000000000000000000e+00
2.191271591186523438e+02 1.542422008514404297e+02 2.073089981079101562e+02 8.120000000000000000e+02
1.783723068237304688e+02 3.670407867431640625e+02 2.576736450195312500e+02 1.950000000000000000e+02
1.410382461547851562e+02 2.843856620788574219e+02 1.107981300354003906e+02 2.477000000000000000e+03
4.658440399169921875e+02 1.631662368774414062e+02 1.414484786987304688e+02 2.155000000000000000e+03
3.779588317871093750e+02 2.995679855346679688e+02 5.824900150299072266e+01 1.242000000000000000e+03
4.533275604248046875e+01 3.232522583007812500e+02 2.681250000000000000e+02 1.000000000000000000e+03
5.754535675048828125e+01 1.858448982238769531e+02 2.332046890258789062e+02 1.885000000000000000e+03
3.028137207031250000e+02 2.153647613525390625e+02 5.967054843902587891e+01 8.600000000000000000e+01
2.625162887573242188e+02 2.078670883178710938e+02 2.797450637817382812e+02 3.005000000000000000e+03
3.119045829772949219e+02 2.838226127624511719e+02 1.819025039672851562e+02 1.760000000000000000e+02
4.828208541870117188e+02 3.653384399414062500e+02 2.154423904418945312e+02 1.175000000000000000e+03
1.979708480834960938e+02 1.937896537780761719e+02 1.335492897033691406e+02 5.430000000000000000e+02
4.521805953979492188e+02 2.632349777221679688e+02 2.418614959716796875e+02 4.840000000000000000e+02
3.994981002807617188e+02 3.363463592529296875e+02 1.203681373596191406e+02 1.247000000000000000e+03
4.697932434082031250e+02 2.477358818054199219e+02 1.033043670654296875e+02 1.360000000000000000e+03
3.052341079711914062e+02 1.210704517364501953e+02 2.470067977905273438e+02 3.050000000000000000e+02
2.054104995727539062e+02 3.013412284851074219e+02 2.174933624267578125e+02 1.914000000000000000e+03
1.117287063598632812e+02 3.092030143737792969e+02 3.313895416259765625e+02 2.820000000000000000e+02
1.015974998474121094e+02 3.499749374389648438e+02 1.867502975463867188e+02 8.040000000000000000e+02
2.300346374511718750e+02 2.858040237426757812e+02 1.165118408203125000e+02 3.281000000000000000e+03
4.956687164306640625e+02 3.143541145324707031e+02 1.518568801879882812e+02 3.220000000000000000e+02
3.987337875366210938e+02 1.179285526275634766e+02 1.752111434936523438e+02 3.600000000000000000e+02
4.638439941406250000e+02 3.328923416137695312e+02 2.601865959167480469e+02 2.279000000000000000e+03
2.589884948730468750e+02 1.145090484619140625e+02 1.320569419860839844e+02 8.450000000000000000e+02
2.593286895751953125e+02 1.954821395874023438e+02 2.146004104614257812e+02 1.681000000000000000e+03
1.667973518371582031e+02 5.012865066528320312e+01 2.821791076660156250e+02 1.673000000000000000e+03
2.923999977111816406e+02 2.829324913024902344e+02 4.547999858856201172e+01 6.050000000000000000e+02
1.693111991882324219e+02 1.188408470153808594e+02 1.764957427978515625e+02 1.764000000000000000e+03
5.754570007324218750e+01 1.501895523071289062e+02 3.103250503540039062e+02 2.774000000000000000e+03
2.228250122070312500e+02 3.069449996948242188e+02 3.854999542236328125e+01 3.226000000000000000e+03
2.230380630493164062e+02 8.886854171752929688e+01 2.170801925659179688e+02 2.978000000000000000e+03
1.053844451904296875e+02 2.330072402954101562e+02 1.376024150848388672e+02 2.024000000000000000e+03
9.544000625610351562e+01 1.260550022125244141e+02 2.288050079345703125e+02 3.178000000000000000e+03
3.800174713134765625e+01 2.480601119995117188e+02 2.491606521606445312e+02 9.600000000000000000e+02
3.068106460571289062e+02 8.922945022583007812e+01 1.861396980285644531e+02 1.749000000000000000e+03
2.477623558044433594e+02 1.909416580200195312e+02 7.857872009277343750e+01 1.512000000000000000e+03
2.027108955383300781e+02 2.872990989685058594e+02 1.440034389495849609e+02 2.832000000000000000e+03
1.478336906433105469e+02 3.841735458374023438e+02 3.088089942932128906e+02 5.510000000000000000e+02
4.534130096435546875e+02 1.098022079467773438e+02 2.245622634887695312e+02 7.340000000000000000e+02
4.866065216064453125e+02 2.191333389282226562e+02 1.787844085693359375e+02 1.604000000000000000e+03
4.391423416137695312e+02 2.821656608581542969e+02 6.195085048675537109e+01 1.312000000000000000e+03
1.504759025573730469e+02 3.724852371215820312e+02 2.099459075927734375e+02 6.260000000000000000e+02
3.776437377929687500e+02 1.576111507415771484e+02 1.068447875976562500e+02 4.200000000000000000e+01
3.574200057983398438e+02 3.210099792480468750e+02 1.646400070190429688e+02 1.600000000000000000e+01
2.315406036376953125e+02 2.547709655761718750e+02 2.373674392700195312e+02 4.600000000000000000e+02
3.848719024658203125e+02 2.638421821594238281e+02 2.509738922119140625e+02 1.687000000000000000e+03
4.509642410278320312e+02 3.386330413818359375e+02 1.716826438903808594e+02 2.773000000000000000e+03
5.059170913696289062e+02 3.197422599792480469e+02 2.335576629638671875e+02 3.630000000000000000e+02
2.118431091308593750e+02 1.374720954895019531e+02 1.553243541717529297e+02 2.716000000000000000e+03
2.522416496276855469e+02 2.726917839050292969e+02 1.700093460083007812e+02 1.234000000000000000e+03
6.356279373168945312e+01 2.194761466979980469e+02 1.794375038146972656e+02 2.107000000000000000e+03
1.190057563781738281e+02 3.258723068237304688e+02 1.369734859466552734e+02 2.141000000000000000e+03
2.657132530212402344e+02 1.467281532287597656e+02 2.733126449584960938e+02 7.490000000000000000e+02
6.368314743041992188e+01 3.543719100952148438e+02 2.331922531127929688e+02 8.190000000000000000e+02
1.707818603515625000e+02 3.169294929504394531e+02 2.687899398803710938e+02 2.420000000000000000e+03
1.577811050415039062e+02 2.257344245910644531e+02 1.350034904479980469e+02 2.110000000000000000e+03
3.611627578735351562e+02 2.431338310241699219e+02 5.180200099945068359e+01 8.160000000000000000e+02
2.870623588562011719e+02 1.562405014038085938e+02 9.003313064575195312e+01 1.483000000000000000e+03
1.946163558959960938e+02 1.678956604003906250e+02 6.916800022125244141e+01 2.872000000000000000e+03
4.517498016357421875e+02 1.955298042297363281e+02 8.811966896057128906e+01 1.416000000000000000e+03
5.102849960327148438e+02 2.933749961853027344e+02 1.077950000762939453e+02 3.115000000000000000e+03
4.928095245361328125e+02 2.181816482543945312e+02 2.407341957092285156e+02 2.563000000000000000e+03
4.827088928222656250e+02 3.782671356201171875e+02 2.658662033081054688e+02 2.577000000000000000e+03
4.345323944091796875e+02 3.360170364379882812e+02 8.190109252929687500e+01 2.140000000000000000e+02
2.145497512817382812e+02 2.364390563964843750e+02 1.082490825653076172e+02 3.283000000000000000e+03
2.900476455688476562e+02 2.417418479919433594e+02 2.054179954528808594e+02 6.150000000000000000e+02
5.245765686035156250e+01 2.847309112548828125e+02 3.028639030456542969e+02 1.909000000000000000e+03
4.411410903930664062e+02 1.381709957122802734e+02 1.777157020568847656e+02 2.826000000000000000e+03
1.763031959533691406e+02 3.353224563598632812e+02 1.816648101806640625e+02 2.249000000000000000e+03
